菜谱,菜谱链接,用料,评分,用户,图片,菜系,用料数
黄花木耳炒蛋,https://www.douguo.com/cookbook/1137403.html,"干黄花菜,泡发木耳,鸡蛋,小葱,盐(焯水),生抽,料酒,盐(调味)",4.9,香颜,https://cp1.douguo.com/upload/caiku/e/0/e/400x266_e0893d888a452882f5eac61f68e35e1e.jpg,鲁菜,8
西红柿炖牛腩,https://www.douguo.com/cookbook/1339789.html,"牛腩,西红柿,胡萝卜,洋葱,姜,冰糖,番茄酱",4.9,小黠大痴,https://cp1.douguo.com/upload/caiku/3/6/8/400x266_36812ee8ea3e98162f0b680a2b720d48.jpeg,鲁菜,7
豌豆冬菇火腿丁,https://www.douguo.com/cookbook/762039.html,"新鲜豌豆,罐头火腿,干冬菇,胡萝卜",5.0,食尚煮易爱下厨,https://cp1.douguo.com/upload/caiku/2/4/5/400x266_24b352714dbe44c68a914f3aa4969885.jpg,鲁菜,4
济南名小吃——油旋儿,https://www.douguo.com/cookbook/180300.html,"面粉,盐,水",5.0,哈尼22,https://cp1.douguo.com/upload/caiku/1/a/7/400x266_1ae653f2d8d7edd64d93efbd22d9b487.jpg,鲁菜,3
香菇茭白炒肉片,https://www.douguo.com/cookbook/820147.html,"猪瘦肉,茭白,香菇",4.6,心清似水淡若云,https://cp1.douguo.com/upload/caiku/e/a/2/400x266_ead1681a6eeb1883f71cf6bfa8e99232.jpg,鲁菜,3
清炖猪肚汤,https://www.douguo.com/cookbook/1079619.html,猪肚,4.7,嘟嘟love小悠悠,https://cp1.douguo.com/upload/caiku/a/a/a/400x266_aaa4fb47826cd5ffa22220f4f76e3d0a.jpg,鲁菜,1
红烧日本豆腐,https://www.douguo.com/cookbook/1371238.html,"日本豆腐,红胡萝卜,青豆,鲜虾,生抽,盐,糖,油",4.8,搞怪小厨娘,https://cp1.douguo.com/upload/caiku/5/2/9/400x266_52f17cd5e2feb6c15834d24f88ba3c29.jpeg,鲁菜,8
凉拌西兰花#黑人牙膏一招制胜#,https://www.douguo.com/cookbook/1373446.html,"西兰花,大蒜,胡萝卜,盐,生抽,香油",4.5,婧妞美食,https://cp1.douguo.com/upload/caiku/7/4/f/400x266_74417082f2d85fe8f03f0987375a317f.jpeg,鲁菜,6
绿豆汤,https://www.douguo.com/cookbook/844523.html,绿豆,4.6,小玉的厨房,https://cp1.douguo.com/upload/caiku/d/4/0/400x266_d4b33fa652d31fa3f9dfbd38c319eb50.jpg,鲁菜,1
炸素丸子（有嚼劲的素丸子）,https://www.douguo.com/cookbook/1335510.html,"胡萝卜,白萝卜,普通面粉,淀粉,冻豆腐（可不放）,冷米饭,生鸡蛋,盐,十三香,香油,大葱",4.6,六六妈要变辣妈,https://cp1.douguo.com/upload/caiku/2/f/5/400x266_2fcb80f12b9aeb4ade76f765fe9dea25.jpg,鲁菜,11
白勺小棠菜,https://www.douguo.com/cookbook/1376614.html,小唐菜,4.7,sourcehe,https://cp1.douguo.com/upload/caiku/2/a/5/400x266_2a953a34b65a9e856ccaed8973ebf025.jpg,鲁菜,1
红烧鸡翅（拌饭超好次～）,https://www.douguo.com/cookbook/1460288.html,"鸡翅中,大葱,姜,八角,砂糖,老抽,蚝油",4.9,WinterArya,https://cp1.douguo.com/upload/caiku/9/b/8/400x266_9b6018a809bed5323602ead53ad51de8.jpeg,鲁菜,7
降脂的洋葱木耳炒肉,https://www.douguo.com/cookbook/1140075.html,"猪肉,干黑木耳,红洋葱,辣椒,姜",4.8,sourcehe,https://cp1.douguo.com/upload/caiku/c/d/c/400x266_cd18693b07a8625fba448bcfb564739c.jpg,鲁菜,5
四喜丸子,https://www.douguo.com/cookbook/85051.html,"猪肉馅,鸡蛋,马蹄,油菜",4.6,紫色透明,https://cp1.douguo.com/upload/caiku/1/5/9/400x266_15d8ff7b4fd0ae363dc511a5029e8599.jpg,鲁菜,4
今春鲍喜,https://www.douguo.com/cookbook/1331986.html,"鲍鱼,粉丝,蒜,玉米油,一品鲜酱油,蚝油,糖,水淀粉",4.9,家和万事兴顺顺顺,https://cp1.douguo.com/upload/caiku/3/8/f/400x266_3833ece3bce03ae3255acf602a2b15df.jpeg,鲁菜,8
芹菜香菇牛肉包,https://www.douguo.com/cookbook/1344156.html,"牛肉一斤,香芹3棵,胡萝卜半根,香菇六个,蒜苗3棵,葱姜末,盐鸡精老抽,自制花椒面一小勺,花椒大料炸的油适量,面粉发酵粉温水",4.6,妮妮是个小美妞,https://cp1.douguo.com/upload/caiku/0/c/2/400x266_0c7ac8c41d97d139ced9349724fceb72.jpeg,鲁菜,10
红烧牛肉米粉,https://www.douguo.com/cookbook/1094697.html,"牛肉,橄榄油,豆瓣酱,葱姜蒜,酱油,料酒",5.0,你有本事放学别走,https://cp1.douguo.com/upload/caiku/5/9/2/400x266_596c08319f0d081cd5814159fa46f8c2.jpg,鲁菜,6
鸡蛋饼（黄瓜葱花） #急速早餐#,https://www.douguo.com/cookbook/1340425.html,"鸡蛋,面粉,黄瓜,葱花,盐、鸡精,油",4.8,kiwi宝气,https://cp1.douguo.com/upload/caiku/d/8/9/400x266_d89255da60f3d463fffeca061dc00509.jpeg,鲁菜,6
日食记丨开口酥,https://www.douguo.com/cookbook/1666982.html,"中筋面粉,植物油,无盐黄油,全脂奶粉,糖粉,鸡蛋液,椰蓉,海苔粉,紫薯粉,红菜头粉,抹茶粉,沸水",4.8,姜叔的日食记,https://cp1.douguo.com/upload/caiku/2/9/c/400x266_2907d8f8ab828121f9bd4345964e1c5c.jpg,浙菜,12
粉蒸肉,https://www.douguo.com/cookbook/197162.html,"精品五花肉,土豆,蒸肉米粉",4.7,83小钟,https://cp1.douguo.com/upload/caiku/4/f/e/400x266_4f4e68630649dfd9efaef8d40ec52aee.jpg,浙菜,3
糖醋土豆,https://www.douguo.com/cookbook/1094533.html,"土豆,料酒,生抽,白糖,醋,清水,白芝麻",4.6,◇孙小妞丶,https://cp1.douguo.com/upload/caiku/5/b/f/400x266_5b55bff915853e384f06ab9b373cfc5f.jpg,浙菜,7
丐帮秘制叫花鸡,https://www.douguo.com/cookbook/1671319.html,"嫩鸡,面粉,荷叶,鲜香菇",5.0,朱莉生活日记,https://cp1.douguo.com/upload/caiku/2/4/9/400x266_24e1fafefe0a2e3db424ec8dcb9cde99.jpg,浙菜,4
父亲最爱吃的～～东坡肉#给老爸做道菜#,https://www.douguo.com/cookbook/1565316.html,"五花肉,生抽,黄酒,冰糖,姜片,葱",4.8,明都花园,https://cp1.douguo.com/upload/caiku/9/1/a/400x266_9165fb88c9412c36ecb8a69ea1be5c2a.jpg,浙菜,6
多福~脆皮豆腐#好彩头#,https://www.douguo.com/cookbook/1507341.html,老豆腐,4.6,老方小雨,https://cp1.douguo.com/upload/caiku/6/0/5/400x266_6090920824c57a1e31024e4f22c5cec5.jpg,浙菜,1
杏鲍菇炒鸡蛋,https://www.douguo.com/cookbook/1510221.html,"杏鲍菇,鸡蛋,青椒",4.7,多幸福多快乐,https://cp1.douguo.com/upload/caiku/b/d/1/400x266_bd2e640fb9916e1ea96e6c1d988604f1.jpg,浙菜,3
酸甜脆皮豆腐,https://www.douguo.com/cookbook/1715429.html,"老豆腐,酸甜酱汁：,番茄酱,酱油,盐,白糖,淀粉水：,生粉,水,芝麻,葱花,食用油",4.7,超级幸运辣,https://cp1.douguo.com/upload/caiku/3/1/e/400x266_319f033570692778cebad2fbff29157e.jpeg,浙菜,12
零脂肪：红烧冬瓜,https://www.douguo.com/cookbook/776967.html,冬瓜,4.6,18LS28xgl零落,https://cp1.douguo.com/upload/caiku/c/a/8/400x266_caa3074758f6cc1f780100f688ce7a38.jpg,浙菜,1
白灼芥兰/芥蓝【抗癌王、强抗氧化】素食蔬菜蜜桃爱营养师私厨,https://www.douguo.com/cookbook/1511340.html,"芥兰,沸水,盐,橄榄油,调味汁：,白砂糖,热水,生抽,芝麻油,朝天椒",4.5,蜜桃爱营养师私厨,https://cp1.douguo.com/upload/caiku/f/b/9/400x266_fb2ee084cfd53bdd4061f00fc1f9b0f9.jpg,浙菜,10
东坡肉,https://www.douguo.com/cookbook/1506160.html,"精五花肉,香葱,姜,黄酒,生抽➕清水,冰糖",5.0,文茜美善品美食顾问,https://cp1.douguo.com/upload/caiku/c/c/2/400x266_cca5e33b41c0f94d8fc19792dccd5252.jpg,浙菜,6
蒜泥空心菜,https://www.douguo.com/cookbook/987457.html,"空心菜,大蒜",4.7,18LS28xgl零落,https://cp1.douguo.com/upload/caiku/c/7/e/400x266_c74e8af9e8a99953f777d71dcb9bfd5e.jpg,浙菜,2
浙江红烧羊腿#蔚爱边吃边旅行#,https://www.douguo.com/cookbook/1525689.html,"羊腿,生姜,草果,葱花,八角,桂皮,冰糖,酱油,味极鲜（生抽）,盐,料酒,陈皮,花椒,小茴香",5.0,salila82,https://cp1.douguo.com/upload/caiku/7/9/9/400x266_794e0559e87c763967dc19f80a23dff9.jpg,浙菜,14
凉拌茼蒿(皇帝菜),https://www.douguo.com/cookbook/1708843.html,"茼蒿,大蒜,香油,酱油,香醋,盐,花生米或者白芝麻",5.0,小龙IRIS,https://cp1.douguo.com/upload/caiku/9/7/a/400x266_97d4017f638a9e50e949e7129cb85f9a.jpeg,浙菜,7
番茄金针菇冬瓜汤,https://www.douguo.com/cookbook/820179.html,"冬瓜,番茄,金针菇,盐,糖",4.7,悠悠小厨,https://cp1.douguo.com/upload/caiku/8/a/5/400x266_8aa3d59874fbd91422d72d3da7a9d175.jpg,浙菜,5
孜然鱿鱼 鲜香美味,https://www.douguo.com/cookbook/1715719.html,"鱿鱼,洋葱,尖椒,朝天椒,孜然粉,蒜头,食用油,酱油,胡椒粉,料酒",5.0,铃然,https://cp1.douguo.com/upload/caiku/d/d/7/400x266_dd7bc815594c8b3e38406a955b2171c7.jpg,浙菜,10
凉拌莴笋丝#中式减脂餐#,https://www.douguo.com/cookbook/1722530.html,"莴笋,大蒜,植物油,盐,生抽,小米椒,米醋,花椒",4.8,wiwiwi,https://cp1.douguo.com/upload/caiku/b/f/2/400x266_bff922c8e465d42b0f3d1ea4d6a80dd2.jpeg,浙菜,8
高压锅版东坡肉,https://www.douguo.com/cookbook/1098644.html,"五花肉,老抽,生抽,黄酒,冰糖,香葱,生姜",4.7,乐悠厨房,https://cp1.douguo.com/upload/caiku/8/5/7/400x266_852735d34ee8b0dfd1aaf80f050d8867.jpg,浙菜,7
素香沁心之旧食荷叶糯米鸡,https://www.douguo.com/cookbook/1627679.html,"糯米,鸡腿,瑶柱,香菇,生抽,蚝油,花生油,盐,葱段,玉米淀粉,生姜,广式腊肠,料酒,红烧汁,白砂糖,清水",4.5,Mrs.梁大脸,https://cp1.douguo.com/upload/caiku/a/c/f/400x266_ac2eff2231c43f196be34c7499b48fdf.jpg,浙菜,16
金玉满堂萝卜丸#盛年锦食.忆年味#,https://www.douguo.com/cookbook/1501691.html,"五花肉（三肥七瘦）,白萝卜,大葱,生姜,马蹄,咸蛋黄,玉米粒,盐,糖,白胡椒粉,蚝油,香油,玉米淀粉",4.8,云朵面包zx,https://cp1.douguo.com/upload/caiku/5/6/5/400x266_568337a508279fb7124da5dc4fb5b335.jpg,浙菜,13
琥珀核桃仁,https://www.douguo.com/cookbook/1382992.html,"熟核桃仁,白砂糖,蜂蜜,清水,熟芝麻",4.8,Ann小叶子,https://cp1.douguo.com/upload/caiku/4/6/e/400x266_467e9eb7f3a6dbca556760acd1a45a4e.jpg,浙菜,5
梅干菜扣肉#洁柔时刻，纸为爱下厨#,https://www.douguo.com/cookbook/1503833.html,"五花肉,葱姜,生抽,老抽,料酒,冰糖,清水,梅干菜,香叶,八角",4.8,岁月静好310w,https://cp1.douguo.com/upload/caiku/c/2/8/400x266_c211173584704bb8606c8577b50f1488.jpg,浙菜,10
青椒炒猪耳,https://www.douguo.com/cookbook/1500959.html,"卤猪耳,青椒",4.0,xian_闲云_yun,https://cp1.douguo.com/upload/caiku/c/0/f/400x266_c00ce98d30f963c5c15c81a2d1dfa0cf.gif,浙菜,2
香辣姜葱爆炒花甲,https://www.douguo.com/cookbook/219867.html,花甲,4.8,指尖香韵,https://cp1.douguo.com/upload/caiku/2/c/7/400x266_2cefb4200cf171ae402bfffc9f172ac7.jpg,浙菜,1
猪肝炒菠菜,https://www.douguo.com/cookbook/1511430.html,"猪肝, 菠菜",4.7,斯佳丽,https://cp1.douguo.com/upload/caiku/f/9/e/400x266_f98d4edf972c4d42958abaaa973a31ee.jpg,浙菜,2
豆沙青团,https://www.douguo.com/cookbook/1504287.html,"澄面,沸水,猪油,糯米粉,艾草汁,大红赤豆,艾草",4.8,晓菜料理学院,https://cp1.douguo.com/upload/caiku/d/1/c/400x266_d1979e19ddfbf39cc2c4237e0a58f65c.jpg,浙菜,7
香辣酱炒大闸蟹（详解）,https://www.douguo.com/cookbook/984355.html,"大闸蟹,姜末,蒜末,小葱,香菜,生粉,生抽,郫县豆瓣酱",4.7,晴安,https://cp1.douguo.com/upload/caiku/9/f/5/400x266_9f6687cb17fc611164562ede864fd2e5.jpg,浙菜,8
东坡肉,https://www.douguo.com/cookbook/1655980.html,"五花肉,老抽,生抽,绍兴黄酒,冰糖,香葱,生姜,大料",5.0,我是一只猫a,https://cp1.douguo.com/upload/caiku/7/1/3/400x266_71e18c24de6cf9b44e93f9f36047ec33.jpeg,浙菜,8
韭菜炒田螺肉#舌尖上的春宴#,https://www.douguo.com/cookbook/1516817.html,"田螺,韭菜",4.9,斯佳丽,https://cp1.douguo.com/upload/caiku/5/2/e/400x266_52cb18999386af5bde1ee40431a8a3de.jpg,浙菜,2
迷迭香美食| 红烧带鱼,https://www.douguo.com/cookbook/1311631.html,"带鱼,料酒,生抽,老抽,陈醋",4.8,迷迭香Rosemary,https://cp1.douguo.com/upload/caiku/6/7/1/400x266_6703d6d0ecc97cddf6541f809067a4b1.jpg,浙菜,5
话梅小排#洁柔食刻，纸为爱下厨#,https://www.douguo.com/cookbook/1503620.html,"肋排,话梅,葱段姜片",4.5,花儿的美食厨房,https://cp1.douguo.com/upload/caiku/6/f/b/400x266_6ff090211830711ac1be1166b350cfdb.jpg,浙菜,3
白斩鸡（高压锅版）,https://www.douguo.com/cookbook/1725191.html,"三黄鸡,姜,盐,酱油,姜末,洋葱",5.0,nana的美食日记,https://cp1.douguo.com/upload/caiku/5/8/3/400x266_58db111a494c4c6cfe23e3980eaff363.jpg,浙菜,6
土豆烧肉～超级超级好吃,https://www.douguo.com/cookbook/1357377.html,"土豆,排骨,五花肉,五香粉,干辣椒,葱姜蒜,豆瓣酱,老抽,料酒,白糖",4.8,Fzh1995y,https://cp1.douguo.com/upload/caiku/9/5/c/400x266_9513a239420e6cf7ffa9a03f8b3de56c.jpeg,浙菜,10
蒸肉丸子,https://www.douguo.com/cookbook/2380519.html,"猪肉馅,胡萝卜,鹌鹑蛋,小葱,姜,生抽,蚝油,蒸鱼豉油,香油,鸡精,盐",5.0,青葱食味,https://cp1.douguo.com/upload/caiku/4/4/a/400x266_44c0c2a0cba192dc229088cd9ecdd49a.JPG,浙菜,11
肉皮三鲜汤#盛年锦食·忆年味#,https://www.douguo.com/cookbook/1501629.html,"三林肉皮,泡发黑木耳,泡发蹄筋,泡发海参,火腿片,鸡丁,菜心,冬笋,橄榄油,盐,浓汤宝,料酒,白胡椒粉,姜片,香油",4.3,麦子老妈,https://cp1.douguo.com/upload/caiku/9/f/4/400x266_9f7fe860b1caa388b887696656a9d1f4.jpeg,浙菜,15
清蒸鳕鱼#我买新鲜味#,https://www.douguo.com/cookbook/1444173.html,"鳕鱼,香葱,姜,蒜,泰椒,蚝油,蒸鱼豉油",4.8,草莓奶昔冰,https://cp1.douguo.com/upload/caiku/2/1/4/400x266_212b68bf14629e859c5359e14cbda704.jpeg,浙菜,7
蟹炒年糕#京蟹世家#,https://www.douguo.com/cookbook/1616636.html,"大闸蟹,年糕,葱姜,糖,生抽,老抽,豆瓣酱,料酒,花椒,香叶,八角,葱花,熟白芝麻,毛豆",5.0,枭笑,https://cp1.douguo.com/upload/caiku/f/b/e/400x266_fb653a989e21a95b4eaced510de34cfe.jpg,浙菜,14
春三鲜(江浙沪最美味的家常菜)#中粮我买，我是大美人#,https://www.douguo.com/cookbook/1662089.html,"鲜竹笋250克,蚕豆米200克,香菇三朵,剁椒一小勺子,盐适量,生抽10毫升,蒜泥5克,姜丁3克,五花肉50克",5.0,油米姐姐,https://cp1.douguo.com/upload/caiku/4/b/b/400x266_4b259d22402f4d226479e5137ba6770b.jpg,浙菜,9
经典糖醋排骨宴客必备！,https://www.douguo.com/cookbook/1218705.html,"猪肋排,小葱段（煮排骨用）,姜（煮排骨用）,料酒（煮排骨用）,冷水,绵白糖,米醋,香醋,老抽,盐,绵白糖（浇汁用）,米醋（浇汁用）,香醋（浇汁用）,淀粉（浇汁用）,温水（浇汁用）,食用油,熟白芝麻",4.7,园园姐的私房菜谱,https://cp1.douguo.com/upload/caiku/d/2/2/400x266_d285cab7ff4a5e357d6695a052378142.jpg,浙菜,17
西湖牛肉羹,https://www.douguo.com/cookbook/1716137.html,"牛肉,豆腐,鸡蛋清,水淀粉,姜,盐,芹菜,白胡椒粉,淀粉",5.0,唯美是涵涵妈妈,https://cp1.douguo.com/upload/caiku/6/0/6/400x266_60d17deff0e5ace12ec95a49cad58606.jpg,浙菜,9
红烧口蘑--简易版,https://www.douguo.com/cookbook/754653.html,"口蘑,香葱",4.7,缘豆儿,https://cp1.douguo.com/upload/caiku/b/b/f/400x266_bb64479e1be6f89fc927b737bbd6838f.jpg,浙菜,2
赛螃蟹,https://www.douguo.com/cookbook/1717266.html,"黄花鱼,鸡蛋,胡萝卜,姜,米醋,料酒,生抽,绵白糖,盐,白胡椒粉,鸡汤,花生油,猪油",5.0,蔚蓝私厨,https://cp1.douguo.com/upload/caiku/7/1/e/400x266_7105df4f12c69bb17499aa360256317e.jpeg,浙菜,13
团团圆圆（萝卜肉圆）+#好彩头,https://www.douguo.com/cookbook/1505744.html,"萝卜,五花肉,蕃薯粉,盐,老抽,味极鲜,料酒",5.0,雨夕之家,https://cp1.douguo.com/upload/caiku/d/e/b/400x266_def0f70ddeb247dc245f69133dcc90bb.jpeg,浙菜,7
年菜常备【炸藕盒】,https://www.douguo.com/cookbook/1116537.html,"莲藕,内馅：,鸡蛋,料酒,花椒粉,孜然粉,肥瘦2:8的牛肉糜,盐",4.6,糖小饼,https://cp1.douguo.com/upload/caiku/a/1/e/400x266_a195c3565b043799c71bafd40353ef9e.jpg,浙菜,8
五谷丰登#盛年锦食·忆年味#,https://www.douguo.com/cookbook/1501611.html,"青豆,腰果,胡萝卜,花生米,鸡脯肉",5.0,老方小雨,https://cp1.douguo.com/upload/caiku/d/3/c/400x266_d350d1dc2a327b1d873daf6c766b14ec.jpg,浙菜,5
凉拌莴笋丝,https://www.douguo.com/cookbook/1513220.html,"莴笋,白醋",5.0,sourcehe,https://cp1.douguo.com/upload/caiku/c/5/b/400x266_c57e665ee730d5d6d92c297ed2070f7b.jpg,浙菜,2
炝炒圆白菜～开胃菜,https://www.douguo.com/cookbook/1323123.html,"圆白菜,大蒜,干辣椒,花椒,白醋,盐,鸡精",4.6,爱吃的董小姐z,https://cp1.douguo.com/upload/caiku/a/3/e/400x266_a372b23c8815f2878cd2bf0a02669a3e.jpg,浙菜,7
走油肉#鲜的团圆味#,https://www.douguo.com/cookbook/1504032.html,"走油肉,白菜帮,味事达纯味鲜,料酒,砂糖,蚝油,盐,老抽,香油,高汤",5.0,麦子老妈,https://cp1.douguo.com/upload/caiku/7/8/8/400x266_786a7f21b4107321bb5e2adaf1362d98.jpeg,浙菜,10
宁波㸆牛肉,https://www.douguo.com/cookbook/1571366.html,"牛肉（牛霖）,生姜,八角,香叶,桂皮,酱油,白砂糖,鸡精,料酒,花椒,干辣椒",3.8,蓝纹乳酪,https://cp1.douguo.com/upload/caiku/8/a/4/400x266_8ab475bc4dee09ed8bece8334a8a8b14.jpeg,浙菜,11
西湖牛肉羹,https://www.douguo.com/cookbook/1285555.html,"牛肉,豆腐,鲜香菇,鸡蛋清,水淀粉,姜,葱,盐,香菜,鸡精,胡椒粉",4.9,平淡一生yan,https://cp1.douguo.com/upload/caiku/c/7/6/400x266_c75fca305bd5c526b7778ab404333c36.jpg,浙菜,11
龙井虾仁,https://www.douguo.com/cookbook/1616364.html,"虾仁,龙井茶叶,水,葱,黄瓜,淀粉,鸡蛋,盐,油",5.0,华强的吃货世界,https://cp1.douguo.com/upload/caiku/5/9/f/400x266_59a7bdef589cfc81cb2b2c79617af05f.jpeg,浙菜,9
腊肉草头炒年糕,https://www.douguo.com/cookbook/2067448.html,"年糕,腊肉,青蒜,草头,酱油,蚝油",5.0,泥大鳅鳅鳅鳅鳅,https://cp1.douguo.com/upload/caiku/d/4/0/400x266_d4bb70c8572748041e989b0756934b00.jpeg,浙菜,6
韭黄肉丝炒年糕#春天肉菜这样吃#,https://www.douguo.com/cookbook/2069913.html,"韭黄,猪肉,酱油,料酒,蚝油,盐,年糕",4.0,尖尖实验室,https://cp1.douguo.com/upload/caiku/9/7/b/400x266_97ed2ed453ea007d092785dbe364fbab.jpg,浙菜,7
香辣炒板鸭,https://www.douguo.com/cookbook/1504419.html,"板鸭,蒜苗,干辣椒,花椒,葱姜蒜",5.0,蓝冰滢,https://cp1.douguo.com/upload/caiku/5/f/5/400x266_5f3103dc14d99778bb77ed3aa63857e5.jpg,浙菜,5
辣炒猪耳,https://www.douguo.com/cookbook/1502990.html,"腊猪耳,薄皮青椒",4.7,肥小菇,https://cp1.douguo.com/upload/caiku/e/b/c/400x266_ebaa042fc20135e3e8b08459d7ced0ec.jpg,浙菜,2
龙井虾仁,https://www.douguo.com/cookbook/2337238.html,"虾,龙井茶叶,鸡蛋清,玉米淀粉,料酒,盐,姜丝,油",5.0,miranda果冻,https://cp1.douguo.com/upload/caiku/6/b/5/400x266_6b529438838dbde2e1de7603e0ff7815.JPG,浙菜,8
白灼芥兰,https://www.douguo.com/cookbook/1518875.html,"芥兰,红椒（装饰用）,大葱（装饰用）,鱼露（调味汁）,蒸鱼豉油（调味汁）,白砂糖（调味汁）,胡椒粉（调味汁）,盐,香油,食用油,清水（调味汁）",5.0,洛小兔,https://cp1.douguo.com/upload/caiku/9/2/c/400x266_9286015eb1a713f3ac20f65b1b777edc.jpg,浙菜,11
#肉食者联盟#年糕梭子蟹｜鲜美香浓,https://www.douguo.com/cookbook/2354586.html,"梭子蟹,年糕,香葱,洋葱,生姜,淀粉,生抽,老抽,蚝油,糖,盐,白胡椒粉,清水/啤酒,料酒",3.0,菜菜美食日记,https://cp1.douguo.com/upload/caiku/3/9/c/400x266_3987d8c03b019c2b77f8d06a3f65da1c.jpg,浙菜,14
年夜饭之年年高升（蟹炒年糕）,https://www.douguo.com/cookbook/2056824.html,"三目蟹,年糕,老抽,生抽,韩式辣椒酱,咖喱酱,咖喱粉,五香粉,白胡椒粉,蒜（切碎）,葱白,姜片,盐,料酒,水,食用油,玉米淀粉",5.0,锅小厨,https://cp1.douguo.com/upload/caiku/1/9/e/400x266_1980343be1b4c3394001165b775e883e.jpg,浙菜,17
麻辣烂肉豆腐,https://www.douguo.com/cookbook/1501617.html,"豆腐,豆瓣酱,猪肉碎,盐,鸡粉,蒜苗,食用油,花椒粉",4.8,做饭的Rainbow,https://cp1.douguo.com/upload/caiku/d/8/4/400x266_d8f2223c1536095cdb9b80fbfdf37cc4.jpg,浙菜,8
杭州三鲜汤,https://www.douguo.com/cookbook/1542035.html,"猪肉发皮,鸡肉块,熟猪肚,鱼丸,猪肉丸,河虾,笋片,小青菜,食盐",5.0,蓝纹乳酪,https://cp1.douguo.com/upload/caiku/6/2/d/400x266_627167191bf976062f0c057d0824912d.jpeg,浙菜,9
【花开富贵】豆腐火腿丸子#盛年锦食.忆年味#,https://www.douguo.com/cookbook/1501871.html,"老豆腐,火腿",5.0,18LS28xgl零落,https://cp1.douguo.com/upload/caiku/d/c/0/400x266_dcf9510b3eac0a256b18bd30bf490960.jpg,浙菜,2
双菇花雕鸡,https://www.douguo.com/cookbook/1497727.html,"鸡腿,干香菇,杏鲍菇,大葱,小红椒,干辣椒,蒜,姜",5.0,明月舞青衣,https://cp1.douguo.com/upload/caiku/c/a/2/400x266_cab9d9bc8cb8088c2b1470154ad57cc2.jpg,浙菜,8
醉鸡-浙江名菜,https://www.douguo.com/cookbook/1588284.html,"主料：,鸡腿,汤料：,枸杞子,山药片,桂圆肉,人参须,清水,调味料：,盐,鸡粉,米酒,绍兴黄酒,玫瑰露酒",5.0,只爱飞飞自己,https://cp1.douguo.com/upload/caiku/0/7/b/400x266_070cf9382e80981f128397095fdfb8bb.jpeg,浙菜,14
家乡菜梅菜扣肉,https://www.douguo.com/cookbook/1618481.html,"五花肉,梅干菜,葱,生抽,料酒,白酒,冰糖,姜,小葱,油盐,香叶,草果。八角。",4.0,嗳磊小曦,https://cp1.douguo.com/upload/caiku/b/9/a/400x266_b9946db94810a58e1f2b9dd551dc10aa.jpeg,浙菜,12
菠菜炒鸡蛋,https://www.douguo.com/cookbook/2071348.html,"鸡蛋,菠菜,盐,酱油,虾皮",5.0,刘大花,https://cp1.douguo.com/upload/caiku/f/2/a/400x266_f2e4ecf27dfe38ff99f64b8877926f2a.jpeg,浙菜,5
素烧鹅,https://www.douguo.com/cookbook/1719950.html,"豆皮,生抽,老抽,白糖,开水",5.0,海澜月影,https://cp1.douguo.com/upload/caiku/c/6/f/400x266_c65631794cd96476e161913eb7d859bf.jpg,浙菜,5
双”珍”合一，传说中的江南第一鲜！,https://www.douguo.com/cookbook/1716133.html,"春笋,水发香菇",5.0,微体兔,https://cp1.douguo.com/upload/caiku/9/c/8/400x266_9c2ab1a2b673cd965967ec2903136398.jpg,浙菜,2
辣糟舟山带鱼,https://www.douguo.com/cookbook/1609452.html,"盒马舟山带鱼,小葱,生姜,料酒,小米椒,辣糟卤,香菜,油",5.0,食品造型师Henry,https://cp1.douguo.com/upload/caiku/8/8/b/400x266_88e143b8d3ea2cad9f3a92756d11083b.jpeg,浙菜,8
辣椒炒小鱼,https://www.douguo.com/cookbook/1517187.html,"小鱼,辣椒,大蒜,食用油,生姜,大葱,生抽,醋,盐",5.0,奔妈小厨娘,https://cp1.douguo.com/upload/caiku/e/7/3/400x266_e74760ca29bb91de7dc5e4211950d963.jpeg,浙菜,9
干炸响铃：腐皮这吃法妙！,https://www.douguo.com/cookbook/1660909.html,"豆腐皮,肉糜,鸡蛋黄",5.0,美食台,https://cp1.douguo.com/upload/caiku/8/d/3/400x266_8d3759971b4b9321ffa8d5bac4deeac3.png,浙菜,3
#好彩头#炒虾仁，吃出健康,https://www.douguo.com/cookbook/1506538.html,"虾仁,黄瓜,胡萝卜,油,盐,白酒,淀粉",5.0,一呀二呀三啊,https://cp1.douguo.com/upload/caiku/4/5/b/400x266_4565d086b049da2992cb6ebf6af90d0b.jpg,浙菜,7
清蒸帝王蟹,https://www.douguo.com/cookbook/1505597.html,"帝王蟹,姜,白醋,香油,生抽",5.0,默姐姐,https://cp1.douguo.com/upload/caiku/c/4/c/400x266_c4697d89083f763ce9dcbe52e85dd26c.jpg,浙菜,5
宋嫂鱼羹汤,https://www.douguo.com/cookbook/2363609.html,"鲈鱼,虾头虾壳,香菜,笋子,木耳,黄瓜,老姜,鸡蛋,调味料:,盐,生粉,陈醋,料酒",4.0,张兔兔滴大金毛,https://cp1.douguo.com/upload/caiku/b/d/e/400x266_bd45d104838c6700ce9d31e700793eae.jpg,浙菜,13
鸭黄豆角,https://www.douguo.com/cookbook/1505562.html,"豆角,鸭蛋黄,盐,玉米淀粉,油,味精",4.0,肥嘟嘟的小妖精,https://cp1.douguo.com/upload/caiku/c/7/c/400x266_c7531352249d3a7e303075ebdd96029c.jpg,浙菜,6
